server_type,cooling_type,datacenter_region,time_of_day,workload_intensity,cpu_utilization,memory_utilization,network_throughput_gbps,inlet_temperature_c,cooling_efficiency,power_consumption_kw,carbon_emission_kg,compute_cost_usd,pue,energy_efficiency_class
Storage,Hybrid,APAC,Night,0.103,9.652,62.66,10.818,18.891,0.663,52.445,31.942,5.111,1.357,Medium
Storage,Air,APAC,Off-Peak,0.965,68.75,32.429,22.406,18.099,0.906,74.229,42.154,5.823,1.318,High
Compute,Liquid,NA,Off-Peak,0.997,75.032,67.004,14.407,15.0,0.795,94.817,40.373,11.432,1.376,Medium
GPU,Liquid,NA,Peak,0.6,58.065,51.634,16.09,19.875,0.883,123.783,48.683,15.374,1.429,Medium
Compute,Liquid,NA,Off-Peak,0.315,37.046,27.666,14.133,19.791,0.932,78.723,30.344,9.495,1.41,High
Compute,Air,APAC,Peak,0.92,70.726,86.468,18.112,28.093,0.829,76.337,44.005,6.506,1.371,Medium
Storage,Hybrid,APAC,Peak,0.931,69.983,82.027,14.982,21.734,0.622,96.903,58.369,7.334,1.641,Low
Compute,Air,NA,Peak,0.869,68.582,88.017,11.26,26.483,0.862,81.133,32.751,9.583,1.652,Low
Edge,Liquid,NA,Night,0.59,52.962,70.02,13.237,15.0,0.84,65.607,29.091,8.473,1.228,High
Edge,Air,APAC,Peak,0.167,13.668,75.733,14.244,29.173,0.741,51.31,32.976,4.718,1.42,Medium
Edge,Air,ME,Night,0.18,28.165,66.559,15.232,23.255,0.871,57.381,25.808,2.794,1.502,Medium
Compute,Air,APAC,Night,0.907,69.934,88.861,15.993,18.804,0.9,70.766,40.191,4.773,1.542,Medium
Compute,Air,EU,Night,0.888,69.885,83.653,22.651,19.741,0.87,108.491,28.069,19.509,1.316,High
Edge,Hybrid,NA,Night,0.491,42.307,77.769,5.546,19.674,0.839,56.66,19.464,6.942,1.553,Low
Storage,Air,EU,Night,0.395,43.094,73.273,6.877,19.425,0.914,68.369,18.868,12.918,1.05,High
Edge,Liquid,NA,Peak,0.68,59.85,61.378,18.313,17.812,0.769,57.428,22.349,7.37,1.62,Low
Edge,Hybrid,APAC,Peak,0.826,70.453,45.162,28.335,23.891,0.847,73.129,46.179,6.437,1.686,Low
GPU,Air,NA,Off-Peak,0.759,57.62,79.628,17.497,23.066,0.867,105.283,45.275,12.391,1.635,Low
Compute,Liquid,APAC,Off-Peak,0.654,46.682,62.232,9.481,17.283,0.963,76.03,45.446,5.753,1.199,High
Compute,Air,NA,Peak,0.308,30.179,43.649,8.353,34.847,0.88,53.854,25.779,6.766,1.49,Medium
GPU,Air,APAC,Off-Peak,0.336,27.877,60.568,17.659,18.43,0.945,117.074,67.996,9.583,1.614,Low
Compute,Air,NA,Off-Peak,0.752,59.458,67.232,18.16,34.085,0.911,123.203,49.684,14.17,1.633,Low
Compute,Hybrid,EU,Night,0.822,63.52,80.006,17.204,19.578,0.863,102.777,27.023,18.29,1.212,High
Storage,Air,EU,Off-Peak,0.205,17.654,72.312,22.349,20.31,0.924,57.696,13.527,9.843,1.374,High
Edge,Liquid,NA,Off-Peak,0.269,28.418,66.105,11.489,15.0,0.983,46.562,15.956,6.234,1.478,Medium
Storage,Liquid,ME,Off-Peak,0.712,61.853,64.178,16.419,20.534,0.949,57.426,31.737,3.389,1.35,High
Storage,Hybrid,EU,Off-Peak,0.45,41.33,32.436,13.407,18.67,0.715,93.448,20.557,17.713,1.388,Medium
Compute,Air,EU,Night,0.607,58.998,59.926,27.168,22.662,0.925,87.968,22.457,16.294,1.28,High
Storage,Liquid,APAC,Peak,0.653,58.312,68.552,21.151,23.63,1.0,63.499,37.276,5.603,1.357,High
Edge,Liquid,APAC,Off-Peak,0.799,62.003,98.0,11.48,24.822,0.966,68.507,38.989,5.967,1.687,Low
Compute,Liquid,EU,Off-Peak,0.825,61.502,51.195,21.496,15.0,0.967,73.015,19.093,12.707,1.068,High
Storage,Hybrid,ME,Off-Peak,0.352,37.222,30.958,29.675,23.158,0.795,50.327,27.137,2.5,1.577,Low
GPU,Hybrid,NA,Peak,0.587,48.474,75.249,7.811,20.433,0.683,109.674,46.632,12.622,1.47,Low
GPU,Air,NA,Peak,0.211,24.416,59.835,5.673,26.733,0.883,86.665,35.35,10.261,1.673,Low
Storage,Air,EU,Peak,0.858,71.304,59.479,12.277,25.658,0.859,77.901,23.79,13.919,1.334,High
GPU,Air,NA,Peak,0.861,72.665,83.265,38.839,29.706,0.687,112.7,47.96,12.898,1.686,Low
Compute,Air,EU,Night,0.37,30.238,43.835,19.185,22.277,0.964,60.285,16.359,10.646,1.379,High
Compute,Air,NA,Off-Peak,0.245,28.114,95.324,9.16,26.794,0.663,57.289,22.495,7.029,1.454,Medium
GPU,Air,EU,Peak,0.163,24.07,72.831,6.115,25.007,0.745,108.803,30.038,19.946,1.483,Medium
GPU,Air,APAC,Peak,0.617,47.875,81.139,11.91,22.324,0.795,106.573,68.106,8.879,1.524,Low
GPU,Hybrid,EU,Peak,0.182,20.382,62.283,14.156,30.134,0.597,82.622,17.843,14.219,1.752,Low
Edge,Air,ME,Night,0.713,56.496,74.416,10.757,22.012,0.739,62.842,32.432,3.021,1.398,Medium
Storage,Hybrid,APAC,Off-Peak,0.71,64.93,63.249,16.036,19.817,0.87,85.109,49.171,6.879,1.572,Low
Storage,Air,NA,Night,0.653,64.435,74.298,30.955,19.232,0.758,71.279,29.53,8.484,1.587,Low
GPU,Liquid,NA,Peak,0.889,63.269,77.803,19.248,23.943,1.0,129.663,51.34,15.673,1.331,High
Storage,Hybrid,NA,Night,0.44,33.6,83.795,25.199,15.0,0.925,59.553,21.921,6.823,1.383,High
GPU,Air,APAC,Peak,0.912,72.235,72.388,22.406,20.905,0.69,124.193,76.959,9.858,1.289,High
GPU,Air,NA,Peak,0.133,16.814,61.473,10.346,24.793,0.936,87.015,34.678,11.026,1.525,Medium
GPU,Air,NA,Peak,0.201,27.17,41.845,4.508,18.638,0.766,120.028,49.672,14.811,1.48,Medium
Compute,Air,ME,Off-Peak,0.471,54.289,78.465,22.911,20.532,0.727,106.682,54.478,5.037,1.552,Low
Compute,Hybrid,EU,Peak,0.635,64.989,69.524,15.972,23.028,0.861,85.861,18.125,15.075,1.685,Low
Compute,Hybrid,NA,Off-Peak,0.129,13.636,63.887,6.753,23.825,0.759,56.379,24.825,7.139,1.298,High
Storage,Air,NA,Night,0.611,52.487,77.804,13.845,23.936,0.773,69.826,27.895,8.201,1.618,Low
Compute,Air,APAC,Peak,0.377,37.836,69.424,14.27,26.921,0.901,70.046,43.216,5.992,1.507,Medium
Storage,Air,APAC,Peak,0.898,76.3,65.665,24.549,19.999,0.856,84.445,51.918,6.932,1.363,High
Storage,Air,NA,Night,0.58,45.092,84.352,11.453,17.531,0.785,51.229,22.554,5.389,1.315,High
Compute,Liquid,EU,Off-Peak,0.629,53.786,73.988,10.462,18.293,0.824,89.475,21.635,16.854,1.328,High
Storage,Air,APAC,Night,0.951,69.37,72.821,15.395,24.36,0.88,72.583,45.888,5.836,1.443,Medium
Compute,Liquid,APAC,Peak,0.788,68.114,81.299,29.98,23.103,0.759,92.792,52.174,7.789,1.354,Medium
Compute,Air,APAC,Peak,0.494,43.202,72.408,6.558,25.447,0.965,68.127,41.255,5.285,1.384,High
GPU,Air,EU,Peak,0.529,47.708,59.379,12.503,18.711,0.843,99.742,21.756,17.843,1.521,Medium
Compute,Liquid,ME,Night,0.683,55.255,84.719,9.345,19.308,0.778,88.39,41.338,5.123,1.46,Medium
Compute,Air,NA,Night,0.28,24.411,76.628,16.471,19.29,0.943,55.31,24.556,6.276,1.517,Medium
Storage,Hybrid,NA,Night,0.18,20.855,23.528,29.924,16.78,0.764,46.321,21.358,6.623,1.357,Medium
GPU,Hybrid,APAC,Off-Peak,0.38,35.363,45.522,28.617,23.269,0.795,97.336,54.61,8.516,1.719,Low
Compute,Air,EU,Night,0.801,67.342,49.983,19.658,18.735,0.835,101.022,24.604,19.003,1.748,Low
Storage,Air,APAC,Off-Peak,0.332,32.528,39.034,11.105,23.667,0.757,50.789,30.564,4.305,1.471,Medium
Compute,Hybrid,NA,Off-Peak,0.218,18.763,76.071,29.036,21.519,0.822,67.061,27.065,8.631,1.446,Medium
Compute,Hybrid,APAC,Night,0.297,22.65,47.997,3.663,24.535,0.822,46.829,23.445,4.295,1.616,Low
Storage,Hybrid,NA,Peak,0.711,64.54,83.56,14.467,21.506,0.833,68.486,28.298,7.832,1.441,Medium
Storage,Air,EU,Peak,0.653,57.281,74.536,38.153,27.36,0.822,68.585,21.826,12.497,1.527,Medium
Storage,Hybrid,NA,Peak,0.719,54.835,73.469,13.185,19.507,0.802,115.373,44.478,14.583,1.518,Medium
GPU,Air,EU,Off-Peak,0.39,34.61,54.477,8.568,23.473,0.798,88.842,21.592,15.606,1.742,Low
Edge,Liquid,APAC,Peak,0.911,71.914,61.138,10.921,19.88,0.939,190.033,114.02,15.203,1.32,High
Storage,Hybrid,NA,Peak,0.507,47.035,53.211,37.313,23.449,0.843,51.775,18.154,6.517,1.518,Medium
Compute,Air,NA,Night,0.562,48.199,75.302,10.381,21.719,0.568,82.998,30.28,9.784,1.686,Low
GPU,Hybrid,EU,Peak,0.954,81.417,78.795,28.297,26.614,0.933,119.392,29.219,21.965,2.407,Medium
Compute,Air,APAC,Peak,0.981,73.427,30.962,13.119,25.383,0.893,74.851,46.358,6.195,1.239,High
Storage,Hybrid,NA,Off-Peak,0.695,50.363,89.215,29.678,18.259,0.891,89.711,36.317,11.251,1.521,Medium
Compute,Air,NA,Night,0.95,77.349,70.103,19.703,16.166,0.922,99.671,41.094,12.137,1.42,Medium
Compute,Hybrid,NA,Peak,0.587,45.901,68.568,8.847,21.269,0.892,70.687,27.23,7.251,1.302,High
Edge,Air,ME,Off-Peak,0.377,29.429,74.058,13.119,26.06,0.72,73.316,37.149,3.694,1.76,Low
GPU,Liquid,NA,Peak,0.384,35.416,45.037,11.212,22.713,0.892,96.498,35.425,10.654,1.554,Medium
Storage,Liquid,NA,Off-Peak,0.603,0.682,44.703,9.721,17.955,1.0,59.507,22.163,7.264,1.27,High
Storage,Air,APAC,Peak,0.645,52.032,54.81,7.403,23.23,0.885,84.882,48.616,6.495,1.463,Medium
Compute,Air,EU,Peak,0.496,0.192,82.836,19.889,24.509,0.768,88.386,22.224,17.021,1.523,Low
Compute,Liquid,NA,Off-Peak,0.895,76.92,73.129,26.059,15.356,0.884,78.769,32.453,8.962,1.05,High
Compute,Air,ME,Night,0.484,41.969,81.116,18.236,21.962,0.866,76.065,39.619,4.129,1.371,High
Storage,Liquid,EU,Off-Peak,0.346,47.069,24.932,12.321,37.149,0.892,65.147,17.121,11.895,1.389,High
GPU,Air,EU,Night,0.107,11.669,54.241,22.332,25.44,0.716,113.342,29.386,20.513,1.666,Low
Storage,Hybrid,NA,Off-Peak,0.974,72.803,56.535,12.074,23.426,0.954,75.878,31.087,8.078,1.354,High
Compute,Air,APAC,Peak,0.842,68.264,87.349,13.85,18.665,0.896,78.56,48.815,5.961,1.456,Medium
Edge,Air,NA,Peak,0.654,49.077,61.508,9.699,28.288,0.83,71.682,28.887,9.237,1.78,Low
GPU,Air,NA,Night,0.847,72.507,55.868,13.644,21.916,0.886,137.394,54.229,16.557,1.57,Low
Storage,Air,NA,Off-Peak,0.829,66.549,66.474,31.926,22.419,0.726,70.868,27.425,9.439,1.566,Low
Storage,Air,APAC,Night,0.939,68.665,48.034,17.085,21.464,0.867,86.5,53.247,6.572,1.358,High
Storage,Air,EU,Peak,0.447,40.093,64.35,10.909,25.723,0.855,63.532,15.814,11.492,1.555,Low
Compute,Hybrid,EU,Peak,0.599,42.84,49.263,34.926,25.123,0.884,60.212,15.15,10.565,1.322,High
Compute,Liquid,NA,Peak,0.189,15.733,41.714,10.606,19.56,1.0,77.864,30.271,9.931,1.187,High
GPU,Liquid,EU,Peak,0.969,78.372,73.98,35.924,23.651,0.908,116.107,26.765,20.578,1.797,Low
Compute,Air,APAC,Peak,0.987,75.981,42.194,24.668,33.179,0.696,80.567,48.064,6.974,1.646,Low
Compute,Liquid,NA,Off-Peak,0.81,67.743,65.576,21.939,15.874,0.976,85.905,35.058,11.258,1.128,High
Compute,Air,APAC,Off-Peak,0.509,41.781,56.529,15.874,21.032,0.853,212.462,127.477,16.997,1.571,Low
Compute,Liquid,NA,Peak,0.547,49.382,85.733,13.691,20.879,1.0,71.21,28.619,9.188,1.598,Medium
GPU,Air,APAC,Peak,0.492,49.567,75.08,7.149,20.732,0.962,98.838,57.408,7.531,1.212,High
GPU,Air,NA,Off-Peak,0.364,39.877,50.07,16.512,22.506,0.907,97.524,36.613,12.029,1.347,High
Storage,Air,EU,Off-Peak,0.575,46.714,53.356,17.808,25.874,0.758,85.192,18.507,15.503,1.779,Low
Compute,Hybrid,ME,Off-Peak,0.148,15.082,63.765,13.634,20.874,0.809,45.542,17.306,2.351,1.358,Medium
Storage,Air,ME,Off-Peak,0.993,71.862,74.589,21.678,19.102,0.799,64.273,31.7,2.368,1.358,Medium
Storage,Liquid,NA,Night,0.482,39.486,84.596,10.112,19.758,1.0,71.621,27.948,7.468,1.518,Medium
Compute,Air,EU,Off-Peak,0.935,72.744,76.889,24.526,23.953,0.9,97.217,24.483,16.969,1.401,High
Storage,Liquid,NA,Night,0.752,63.0,73.356,8.502,18.752,0.93,70.187,30.326,8.136,2.359,High
Compute,Hybrid,APAC,Off-Peak,0.361,26.805,72.37,6.14,22.935,0.759,75.691,44.338,7.019,1.612,Low
Storage,Air,EU,Peak,0.3,31.318,84.821,9.701,27.695,0.826,90.692,17.669,16.569,1.279,High
Storage,Air,NA,Peak,0.996,75.859,76.647,19.384,24.948,0.823,96.926,35.57,11.407,1.623,Low
Compute,Hybrid,NA,Off-Peak,0.795,57.548,82.619,17.228,21.984,0.876,79.672,30.746,10.025,1.67,Low
Compute,Liquid,ME,Off-Peak,0.325,30.124,60.82,6.48,20.426,0.921,53.626,27.517,3.123,1.57,Medium
Storage,Air,EU,Off-Peak,0.161,20.138,47.0,14.465,24.129,0.83,67.602,16.498,11.636,1.396,Medium
Storage,Liquid,NA,Peak,0.727,61.502,79.643,10.327,20.61,0.956,80.86,34.514,9.877,1.455,Medium
GPU,Liquid,NA,Off-Peak,0.373,33.104,52.868,5.59,19.93,0.926,86.114,37.411,10.381,1.273,High
Storage,Air,NA,Off-Peak,0.299,37.94,43.154,16.18,18.507,0.798,154.8,58.142,18.564,1.375,Medium
Compute,Hybrid,EU,Off-Peak,0.761,58.136,63.93,11.297,23.064,0.833,100.027,26.151,17.775,1.474,Medium
Compute,Air,ME,Off-Peak,0.711,62.226,77.861,9.475,23.353,0.67,78.391,40.148,3.698,1.725,Low
Storage,Air,APAC,Night,0.533,44.907,64.629,16.301,19.325,0.849,70.379,42.174,5.657,1.307,High
Compute,Liquid,EU,Off-Peak,0.948,82.897,93.615,25.381,15.0,0.995,100.515,25.311,18.38,1.259,High
Storage,Air,APAC,Peak,0.712,54.409,83.292,28.276,36.737,0.917,70.632,40.543,6.194,1.462,Medium
Edge,Air,EU,Night,0.904,72.465,98.0,16.849,17.569,0.812,59.158,16.262,10.928,1.648,Low
Storage,Liquid,NA,Peak,0.271,26.583,58.705,4.884,17.779,1.0,52.572,19.685,6.227,1.326,High
Compute,Hybrid,ME,Off-Peak,0.367,35.671,71.693,12.096,15.0,0.798,60.835,29.662,2.833,1.39,Medium
Storage,Hybrid,NA,Peak,0.194,22.326,81.894,14.456,26.908,0.944,49.861,22.729,6.335,1.577,Medium
Storage,Hybrid,NA,Peak,0.374,31.991,40.203,10.47,18.8,0.888,41.357,18.623,5.59,1.558,Medium
Storage,Hybrid,ME,Peak,0.975,76.362,96.055,14.444,27.232,0.852,89.127,41.64,4.853,1.74,Low
Edge,Air,NA,Peak,0.967,87.245,50.62,17.139,29.113,0.694,104.229,38.923,12.798,1.708,Low
Compute,Air,APAC,Peak,0.784,57.144,92.479,18.901,23.905,0.936,79.496,48.121,6.48,1.455,Medium
Edge,Hybrid,ME,Peak,0.569,46.559,72.113,16.597,22.263,0.86,87.718,43.392,3.163,1.548,Medium
Edge,Air,EU,Off-Peak,0.803,62.495,69.063,13.437,23.356,0.792,78.809,23.724,14.521,1.527,Low
Compute,Liquid,NA,Off-Peak,0.598,54.324,51.318,8.271,16.79,0.739,77.688,29.651,8.981,1.367,Medium
Compute,Liquid,NA,Night,0.103,28.629,37.551,18.48,16.381,0.938,57.269,21.645,6.56,1.355,High
Compute,Air,NA,Night,0.551,53.759,61.13,31.444,18.537,0.951,64.116,29.138,7.99,1.379,High
Compute,Hybrid,EU,Off-Peak,0.639,51.006,60.697,9.903,18.307,0.917,74.031,15.335,14.153,1.275,High
Compute,Liquid,APAC,Night,0.339,26.067,50.98,6.713,22.68,1.0,83.84,51.085,6.948,1.514,Medium
Storage,Air,EU,Off-Peak,0.283,23.295,54.033,10.586,24.262,0.692,81.738,23.535,15.098,1.822,Low
Compute,Hybrid,EU,Off-Peak,0.346,40.559,74.008,4.608,22.869,0.771,71.116,17.172,13.515,1.457,Medium
Compute,Air,EU,Off-Peak,0.661,48.865,92.668,19.508,21.924,0.573,69.442,14.382,12.106,1.522,Low
GPU,Air,EU,Peak,0.231,18.521,53.656,24.31,23.022,0.838,77.644,18.92,14.47,1.666,Low
Compute,Liquid,APAC,Off-Peak,0.748,54.812,71.131,13.976,15.77,0.737,89.145,57.662,7.356,1.287,High
GPU,Hybrid,NA,Off-Peak,0.48,41.434,48.557,20.821,22.348,0.858,104.905,40.529,13.139,1.692,Low
Compute,Liquid,APAC,Peak,0.418,39.846,58.413,15.648,19.123,0.958,65.79,39.405,5.404,1.203,High
Compute,Liquid,EU,Peak,0.827,60.798,61.608,15.275,23.207,0.985,87.764,21.052,16.444,1.491,Medium
Storage,Liquid,NA,Peak,0.555,47.94,77.927,33.321,19.405,0.791,69.602,26.18,9.036,1.716,Low
Storage,Air,NA,Night,0.441,41.682,50.307,6.833,23.267,0.694,78.82,28.034,8.725,1.494,Low
GPU,Hybrid,NA,Night,0.89,0.786,79.256,16.439,20.884,0.665,140.486,58.684,16.934,1.605,Low
GPU,Hybrid,EU,Peak,0.431,34.809,49.716,17.034,29.46,0.769,82.38,25.691,15.316,1.783,Low
GPU,Air,NA,Peak,0.873,74.951,98.0,12.984,23.12,0.795,135.018,56.028,16.336,1.54,Low
Compute,Air,ME,Peak,0.554,56.175,77.691,11.477,23.774,0.863,79.087,39.101,3.478,1.392,Medium
Compute,Hybrid,EU,Night,0.287,24.62,62.175,12.312,18.801,0.75,53.395,12.512,10.315,1.411,Medium
GPU,Hybrid,ME,Peak,0.652,53.723,83.823,22.155,26.434,0.723,97.391,50.242,5.12,1.457,Medium
GPU,Hybrid,NA,Night,0.357,30.92,75.103,5.857,19.288,0.844,96.163,38.644,11.865,1.244,High
Edge,Hybrid,NA,Off-Peak,0.232,29.683,69.042,19.583,17.352,0.765,57.208,22.981,6.684,1.53,Low
Storage,Liquid,NA,Night,0.178,16.058,42.398,15.77,21.113,0.926,46.32,17.411,5.507,1.732,Low
Compute,Liquid,NA,Off-Peak,0.318,30.58,78.822,21.044,15.515,0.943,60.687,23.009,7.667,1.46,Medium
GPU,Liquid,APAC,Off-Peak,0.763,56.562,87.19,10.438,18.996,0.975,100.055,63.05,7.423,1.084,High
Compute,Air,NA,Off-Peak,0.854,68.558,65.355,13.678,20.745,0.593,95.456,40.163,11.492,1.389,Medium
Edge,Liquid,EU,Night,0.876,72.408,81.959,11.788,15.0,0.839,97.129,18.325,17.977,1.274,High
GPU,Liquid,NA,Night,0.343,28.3,30.984,18.675,15.0,1.0,113.41,44.93,12.838,1.321,High
Storage,Liquid,EU,Off-Peak,0.695,51.09,42.278,20.089,21.578,0.887,72.716,16.585,12.696,1.462,Medium
GPU,Liquid,APAC,Off-Peak,0.307,28.741,60.56,8.595,18.776,0.856,96.831,60.612,7.747,1.426,Medium
GPU,Air,EU,Night,0.66,53.805,83.171,11.365,19.747,0.859,107.199,27.096,19.039,1.275,High
Compute,Air,APAC,Night,0.898,71.651,79.147,19.068,24.447,0.812,80.332,48.516,6.123,1.545,Low
Edge,Air,NA,Off-Peak,0.137,10.281,57.475,4.915,26.215,0.759,36.767,13.295,4.491,1.669,Low
Storage,Air,ME,Peak,0.987,77.355,77.337,26.344,24.807,0.768,74.038,37.18,4.223,1.436,Medium
GPU,Air,APAC,Peak,0.844,62.85,74.032,11.328,23.406,0.911,130.881,81.177,10.543,1.401,High
Compute,Hybrid,EU,Night,0.785,65.1,60.252,11.092,16.617,0.823,74.308,15.69,12.67,1.377,Medium
GPU,Air,EU,Peak,0.722,61.756,80.683,17.103,25.798,0.927,228.719,57.18,41.169,1.856,Low
Compute,Air,ME,Peak,0.793,75.029,80.311,21.745,20.602,0.775,114.898,59.076,4.902,1.449,Medium
Compute,Liquid,EU,Peak,0.995,70.642,98.0,18.074,20.259,0.781,87.657,21.764,15.733,1.345,Medium
Edge,Liquid,APAC,Off-Peak,0.793,60.422,81.42,15.089,15.0,0.884,63.628,35.566,4.697,1.193,High
Compute,Air,EU,Off-Peak,0.416,38.385,98.0,24.136,21.399,0.767,80.837,19.428,14.514,1.817,Low
Compute,Liquid,NA,Peak,0.653,56.324,61.124,11.057,26.18,0.806,93.396,38.867,10.862,1.613,Low
Edge,Liquid,APAC,Peak,0.403,33.694,81.022,9.235,20.515,0.964,53.148,29.412,4.395,1.641,Low
Edge,Air,EU,Off-Peak,0.973,77.923,98.0,13.335,26.896,0.658,188.699,47.175,33.966,1.305,Medium
Storage,Air,EU,Night,0.91,68.831,53.569,38.767,20.194,0.615,72.233,19.814,13.395,1.541,Low
Storage,Hybrid,EU,Peak,0.611,46.809,49.959,7.431,25.873,0.812,55.821,10.974,10.172,1.828,Low
Storage,Hybrid,NA,Peak,0.803,60.703,74.384,21.45,19.033,0.629,71.932,29.789,9.224,1.681,Low
Compute,Liquid,APAC,Off-Peak,0.919,72.201,81.911,10.974,16.735,1.0,88.841,54.885,6.624,1.302,High
Compute,Air,ME,Night,0.319,28.953,91.531,5.133,24.799,0.887,50.257,28.634,1.863,1.346,High
Storage,Air,APAC,Off-Peak,0.622,52.822,59.906,7.898,22.562,0.829,65.066,40.047,6.027,1.588,Low
GPU,Liquid,NA,Off-Peak,0.534,53.543,34.571,31.912,16.51,0.725,105.115,40.487,12.739,1.704,Low
GPU,Air,EU,Night,0.794,75.979,75.073,24.715,22.627,0.818,114.279,26.393,20.567,1.561,Low
GPU,Air,APAC,Peak,0.441,39.291,64.694,7.452,24.707,0.787,99.543,58.612,7.532,1.624,Low
Compute,Liquid,EU,Peak,0.738,53.789,76.748,14.846,23.335,0.961,77.319,17.698,14.433,1.13,High
Storage,Air,EU,Off-Peak,0.463,52.488,51.175,29.868,19.217,0.678,67.454,16.136,12.056,1.457,Medium
Compute,Liquid,ME,Night,0.2,16.234,32.204,11.253,16.312,0.95,83.662,42.354,4.826,1.391,High
Storage,Hybrid,EU,Off-Peak,0.196,30.163,85.85,4.088,21.004,0.817,49.431,13.315,9.676,1.459,Medium
Storage,Air,EU,Night,0.207,36.347,68.94,20.683,24.962,0.977,62.021,17.487,11.048,1.545,Medium
GPU,Hybrid,NA,Off-Peak,0.129,12.345,84.616,4.88,22.811,0.862,79.217,30.714,9.585,1.564,Low
Compute,Air,NA,Off-Peak,0.58,57.562,47.984,15.407,19.954,0.853,96.164,40.726,11.43,1.249,High
Compute,Hybrid,NA,Peak,0.705,60.308,71.456,20.864,24.674,0.72,89.733,34.946,10.119,1.918,Low
Compute,Air,ME,Peak,0.214,17.252,71.685,26.367,16.657,0.937,59.449,31.499,3.62,1.388,High
GPU,Air,EU,Off-Peak,0.651,52.79,83.68,9.978,19.502,0.966,100.135,24.01,18.054,1.201,High
Storage,Liquid,EU,Peak,0.638,52.098,89.349,13.914,23.077,1.0,61.221,17.06,11.945,1.319,High
Compute,Air,APAC,Peak,0.232,38.729,45.713,8.07,26.752,0.985,76.128,47.019,5.737,1.426,High
Compute,Hybrid,EU,Night,0.464,45.967,63.316,12.583,16.718,0.943,69.357,16.014,12.801,1.332,High
GPU,Air,EU,Night,0.78,58.226,81.826,18.932,17.495,0.973,96.071,23.386,17.264,1.339,High
Compute,Air,NA,Peak,0.115,18.66,60.227,28.367,27.335,0.619,76.117,29.861,9.201,1.351,Medium
GPU,Liquid,APAC,Off-Peak,0.232,18.761,27.74,6.322,21.24,0.758,110.47,66.616,9.139,1.673,Low
GPU,Air,NA,Peak,0.996,75.048,84.494,23.984,26.075,0.873,106.888,46.345,13.191,1.939,Low
Compute,Air,NA,Peak,0.76,0.668,76.948,9.89,24.934,0.829,67.428,28.001,7.651,1.557,Low
Compute,Liquid,NA,Off-Peak,0.518,37.399,58.291,13.635,16.717,1.0,102.627,44.09,12.554,1.074,High
Edge,Liquid,NA,Off-Peak,0.667,51.759,71.348,19.393,20.418,0.97,100.672,37.013,11.468,1.359,High
Compute,Hybrid,NA,Peak,0.862,69.629,41.2,13.043,20.241,0.768,84.001,31.483,9.558,1.483,Medium
Compute,Hybrid,EU,Peak,0.858,72.592,97.805,27.33,20.487,0.618,99.977,27.979,17.701,1.338,Medium
GPU,Air,NA,Peak,0.392,29.113,63.792,7.676,22.345,0.826,95.426,39.587,11.24,1.407,Medium
Edge,Liquid,EU,Night,0.542,48.223,54.819,8.152,19.501,0.818,51.888,12.702,9.094,1.389,Medium
Edge,Air,NA,Off-Peak,0.674,59.134,95.052,14.015,24.655,0.895,70.099,29.761,8.133,1.666,Low
GPU,Liquid,NA,Off-Peak,0.165,23.845,33.919,28.425,15.666,1.0,90.639,37.224,10.875,1.276,High
Compute,Air,EU,Peak,0.951,70.427,66.175,17.48,21.825,0.868,83.405,21.058,15.246,1.383,High
Compute,Hybrid,ME,Off-Peak,0.489,41.184,83.913,18.611,27.247,0.721,116.696,58.974,5.652,1.58,Low
GPU,Liquid,APAC,Off-Peak,0.434,34.646,49.289,16.981,23.446,0.975,115.024,68.994,9.639,1.363,High
Storage,Hybrid,ME,Night,0.916,69.371,64.019,15.998,15.426,0.795,100.165,47.751,5.156,1.259,High
Storage,Hybrid,EU,Peak,0.206,19.832,60.422,10.318,24.968,0.908,91.694,24.458,17.059,1.402,High
Edge,Hybrid,EU,Night,0.135,14.492,66.906,8.387,15.0,0.854,86.134,25.242,15.897,1.331,High
Compute,Hybrid,EU,Off-Peak,0.717,57.583,69.495,9.733,18.778,0.867,84.778,19.419,14.344,1.528,Medium
Storage,Air,EU,Peak,0.447,48.777,68.408,11.96,19.828,0.868,81.896,22.639,15.641,1.505,Medium
Compute,Air,NA,Peak,0.788,65.027,72.402,11.753,22.144,0.807,87.01,35.102,11.024,1.708,Low
Storage,Air,EU,Off-Peak,0.162,22.912,57.668,14.821,23.495,0.815,49.459,11.377,8.744,1.581,Low
Compute,Air,NA,Night,0.445,43.497,62.184,17.001,22.45,0.933,95.252,39.075,10.95,1.574,Medium
Compute,Liquid,EU,Off-Peak,0.312,26.21,59.454,22.57,16.697,0.898,63.056,13.931,12.277,1.695,Low
Compute,Liquid,EU,Off-Peak,0.766,63.309,67.019,18.487,22.361,0.748,100.248,26.386,18.674,1.608,Low
Storage,Liquid,NA,Peak,0.304,26.412,31.477,6.652,20.648,1.0,70.24,27.649,8.647,1.417,High
GPU,Hybrid,NA,Peak,0.512,48.087,93.135,25.507,26.143,0.783,105.525,47.172,12.065,1.466,Medium
Storage,Hybrid,NA,Off-Peak,0.837,71.542,53.617,16.236,17.942,0.92,67.911,26.93,8.696,1.496,Medium
Edge,Air,ME,Off-Peak,0.924,71.882,64.916,13.691,16.678,0.657,106.587,51.608,5.543,1.362,Medium
